Cliente;Sito;Citta;DALLE_M;ALLE_M;DALLE_P;ALLE_P;0;1;2;3;4;5;Indirizzo_sito
FERRARA TUA SPA;sede op, ELEMENTARE DON MILANI;FERRARA;;;;;;;;;;;VIA PACINOTTI 48 , FERRARA 44123 , FE
FERRARA TUA SPA;sede op,;FERRARA;;;;;;;;;;;VIA WAGNER , FERRARA 44124 , FE
FERRARA TUA SPA;sede op, VIA MODENA 427;FERRARA;;;;;;;;;;;VIA MODENA 427 , FERRARA , FE
FERRARA TUA SPA;sede op, VIA DEL BOVE 4;FERRARA;;;;;;;;;;;VIA DEL BOVE 4 , FERRARA , FE
FERRARA TUA SPA;sede op, SCUOLA MATERNA CASA DEL BAMBINO;FERRARA;;;;;;;;;;;CORSO BIAGIO ROSSETTI 42 , FERRARA 44121 , FE
FERRARA TUA SPA;Sede op, SALA ESTENSE;FERRARA;;;;;;;;;;;PIAZZA MUNICIPIO 14 , FERRARA 44122 , FE
FERRARA TUA SPA;sede op, SCUOLA MATERNA B, MERLETTI;FERRARA;;;;;;;;;;;VIA GALILEO GALILEI 13 , FERRARA 44121 , FE
FERRARA TUA SPA;Sede op, CIMITERO DI CONTRAPO\';CONTRAPO\';;;;;;;;;;;VIA STORNARA , CONTRAPO\' 44123 , FE
FERRARA TUA SPA;Sede op, VIA RAMBALDI retro civ,15 (entrare vicolo proprietà privata a fianco civ, 11);FERRARA;;;;;;;;;;;VIA RAMBALDI fianco civ, 15 , FERRARA 44122 , FE
FERRARA TUA SPA;sede op, CENTRO CULTURALE SLAVICH;FERRARA;;;;;;;;;;;VIA ALFONSO I D\'ESTE 13 , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, VIA BOLOGNA 13A - VIA BOLOGNA 1-5-7;FERRARA;;;;;;;;;;;VIA BOLOGNA 13A - VIA BOLOGNA 1-5-7 , FERRARA 44123 , FE
FERRARA TUA SPA;sede op, VIA VOLANO 223-233;FERRARA;;;;;;;;;;;VIA VOLANO 223-233 , FERRARA 44123 , FE
FERRARA TUA SPA;sede op, VIA VOLANO 203-207;FERRARA;;;;;;;;;;;VIA VOLANO 203-207 , FERRARA 44123 , FE
FERRARA TUA SPA;sede op, VIA VOLANO 237;FERRARA;;;;;;;;;;;VIA VOLANO 237 , FERRARA 44123 , FE
FERRARA TUA SPA;sede op, DOPO CAFFE\' VOLANO;FERRARA;;;;;;;;;;;VIA VOLANO 20 , FERRARA 44123 , FE
FERRARA TUA SPA;sede op, VIA VOLANO FRONTE CIV, 18;FERRARA;;;;;;;;;;;VIA VOLANO 18 , FERRARA 44123 , FE
FERRARA TUA SPA;sede op, VIA FORO BOARIO RETRO 61;FERRARA;;;;;;;;;;;VIA FORO BOARIO RETRO 61 , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, VIA PESCI - ORTI LATO CANALE;FERRARA;;;;;;;;;;;VIA GAETANAO PESCI , FERRARA 44124 , FE
FERRARA TUA SPA;sede op, VIA VALLE OSILIERA;VIILA FULVIA;;;;;;;;;;;VIA VALLE OSILIERA , VIILA FULVIA 44124 , FE
FERRARA TUA SPA;sede op, ISOLA ECOLOGICA VIA PIGNARE;CODREA;;;;;;;;;;;VIA PIGNARE 2 , CODREA 44124 , FE
FERRARA TUA SPA;sede op, VIA DARSENA 7;FERRARA;;;;;;;;;;;VIA DARSENA 7 , FERRARA 44123 , FE
FERRARA TUA SPA;sede op, PARCHEGGIO EX MOF;FERRARA;;;;;;;;;;;CORSO ISONZO ANGOLO VIA DARSENA , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, IEB CHIESUOL DEL FOSSO;FERRARA;;;;;;;;;;;VIA BOLOGNA (FRONTE CIV, 71) , FERRARA 44124 , FE
FERRARA TUA SPA;Sede op, VIA BUTTIFREDO;SAN MARTINO;;;;;;;;;;;VIA BUTTIFREDO 7/9 , SAN MARTINO 44124 , FE
FERRARA TUA SPA;sede op, PIAZZA DEL TRAVAGLIO 6/8 LOCALE ORCOBACCO;FERRARA;;;;;;;;;;;PIAZZA DEL TRAVAGLIO 6/8 , FERRARA , FE
FERRARA TUA SPA;sede op, SCUOLA PRIMARIA DI BAURA;FERRARA;;;;;;;;;;;VIA MONTE OLIVETO 90/92 , FERRARA , FE
FERRARA TUA SPA;sede op, SCUOLA ELEMENTARE PONTEGRADELLA - IST, COMP, DON MILANI;PONTEGRADELLA;;;;;;;;;;;VIA PIOPPA 100 , PONTEGRADELLA 44123 , FE
FERRARA TUA SPA;sede op, SCUOLA ELEMENTARE DI FRANCOLINO;FRANCOLINO;;;;;;;;;;;VIA DEI CALZOLAI 326 , FRANCOLINO 44123 , FE
FERRARA TUA SPA;sede op, CERTOSA;FERRARA;;;;;;;;;;;VIA BORSO 1 , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, PARCO MASSARI;FERRARA;;;;;;;;;;;CORSO PORTA MARE 3 , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, VIA PIANGIPANE 37;FERRARA;;;;;;;;;;;VIA PIANGIPANE 37 , FERRARA , FE
FERRARA TUA SPA;sede op, PALAZZO SCHIFANOIA;FERRARA;;;;;;;;;;;VIA SCANDIANA 23 , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, CHIOSTRO SANTA MARIA DELLA CONSOLAZIONE;FERRARA;;;;;;;;;;;VIA MORTARA 94 , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, PIAZZA SAVONAROLA;FERRARA;;;;;;;;;;;PIAZZA SAVONAROLA , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, PARCHEGGIO SAN GUGLIELMO;FERRARA;;;;;;;;;;;VIA SAN GUGLIELMO 1 , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, VIA MULINETTO (PIT STOP) canale;FERRARA;;;;;;;;;;;VIA MULINETTO , FERRARA 44122 , FE
FERRARA TUA SPA;sede op, VIA PUTINATI CIV,65;FERRARA;;;;;;;;;;;VIA PUTINATI 65 , FERRARA 44123 , FE
FERRARA TUA SPA;sede op, VIA MULINETTO 6 - SOTTO LA SCALINATA;FERRARA;;;;;;;;;;;VIA MULINETTO 6 , FERRARA 44123 , FE
FERRARA TUA SPA;sede op, COLONIA FELINA (interno staccionata ferrovia);FERRARA;;;;;;;;;;;VIA MONTIPERTICARI , FERRARA 44122 , FE
FERRARA TUA SPA;sede op, PIAZZALE DELLA STAZIONE;FERRARA;;;;;;;;;;;PIAZZALE DELLA STAZIONE , FERRARA 44122 , FE
FERRARA TUA SPA;sede op, ISOLA ECOLOGICA;FERRARA;;;;;;;;;;;VIA RAGNO - VIA DEL CARBONE , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, VIA CAPO DELLE VOLTE 2;FERRARA;;;;;;;;;;;VIA CAPO DELLE VOLTE 2 , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, CANILE MUNICIPALE;FERRARA;;;;;;;;;;;VIA GRAMICIA 118 , FERRARA 44123 , FE
FERRARA TUA SPA;sede op, VIA MODENA 474;POROTTO;;;;;;;;;;;VIA MODENA 474 , POROTTO 44124 , FE
FERRARA TUA SPA;sede op, PALAZZO MASSARI;FERRARA;;;;;;;;;;;VIA PORTA MARE-PIAZZA ARIOSTEA , FERRARA , FE
FERRARA TUA SPA;sede op, ISOLA ECOLOGICA N, 660 VIA CONTRARI ANGOLO VIA TERRANUOVA;FERRARA;;;;;;;;;;;VIA CONTRARI ANGOLO VIA TERRANUOVA , FERRARA , FE
FERRARA TUA SPA;Sede op, CENTRO LE FAMIGLIE;FERRARA;;;;;;;;;;;PIAZZA XXIV MAGGIO 1 , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, VIA CARETTI;FERRARA;;;;;;;;;;;VIA CARETTI , FERRARA 44123 , FE
FERRARA TUA SPA;sede op, PARCHEGGIO BORGORICCO;FERRARA;;;;;;;;;;;PARCHEGGIO BORGORICCO , FERRARA , FE
FERRARA TUA SPA;sede op, VIA LAVEZZOLA 26;FERRARA;;;;;;;;;;;VIA LAVEZZOLA 26 , FERRARA , FE
FERRARA TUA SPA;sede op, SCUOLA ELEMENTARE-MEDIA PASCOLI/BONATI;FERRARA;;;;;;;;;;;VIA POLETTI 65 , FERRARA 44122 , FE
FERRARA TUA SPA;Sede op, URP;FERRARA;;;;;;;;;;;VIA FAUSTO BERETTA 19 , FERRARA 44121 , FE
FERRARA TUA SPA;sede op, VIA PUTINATI 165;FERRARA;;;;;;;;;;;VIA PUTINATI 165 , FERRARA 44124 , FE
FERRARA TUA SPA;sede op, VIA CHENDI;FERRARA;;;;;;;;;;;VIA CHENDI , FERRARA , FE
FERRARA TUA SPA;sede op, DEPOSITO COMUNALE VIA ARGINONE;FERRARA;;;;;;;;;;;VIA ARGINONE , FERRARA 44122 , FE
FERRARI CLAUDIO;Sede;FERRARA;;;;;x;x;x;x;x;;VIA MARZABOTTO 19 , FERRARA 44123 , FE
FERRARI MICHELE;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA G,FABBRI 405 , FERRARA 44124 , FE
FINESSI STEFANO;Sede;JOLANDA DI SAVOIA;;;;;x;x;x;x;x;;VIA STRADA JOLANDA BONAGLIA 10 , JOLANDA DI SAVOIA 44037 , FE
FLORENS SNC DI TARGA ANDREA, ANNA E DIEGO;sede op,;FERRARA;;;;;x;x;x;x;x;x;VIA M,POLEDRELLI 1/F , FERRARA 44121 , FE
FONDAZIONE ADO ONLUS;sede op, VIA KRAMER;FERRARA;;;;;x;x;x;x;x;;VIA KRAMER , FERRARA 44124 , FE
FONDAZIONE ADO ONLUS;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA V, VENEZIANI 54 , FERRARA 44124 , FE
FONDAZIONE ADO ONLUS;sede op, VILLA CONFORTI;MASSA FISCAGLIA;;;;;x;x;x;x;x;;VIA XX SETTEMBRE , MASSA FISCAGLIA 44025 , FE
FONDAZIONE BRAGHINI ROSSETTI;sede op, PENSIONATO SACRA FAMIGLIA;CESTA - COPPARO;;;;;x;x;x;x;x;;VIA PROVINCIALE 22 , CESTA - COPPARO 44034 , FE
FONDAZIONE BRAGHINI ROSSETTI;sede op, PENSIONATO BEATRICE D\'ESTE;FERRARA;;;;;x;x;x;x;x;;VIA PORTA MARE 42 , FERRARA 44121 , FE
FONDAZIONE BRAGHINI ROSSETTI;sede op, GAVELLO PENS,MADONNA PELLEGRINA;GAVELLO;;;;;x;x;x;x;x;;VIA COMUNALE 157/157 , GAVELLO 44012 , FE
FONDAZIONE BRAGHINI ROSSETTI;sede op, PALESTRO 8/20;FERRARA;;;;;x;x;x;x;x;;VIA PALESTRO 8/20 , FERRARA
FONDAZIONE CAMPLUS;Sede op, VIA DARSENA 81A;FERRARA;;;;;x;x;x;x;x;;VIA DARSENA 81A , FERRARA , FE
FONDAZIONE FILIPPO MANTOVANI;Sede op, SCUOLA INFANZIA;MIRABELLO;;;;;x;x;x;x;x;;VIA FILIPPO MANTOVANI 4 , MIRABELLO 44047 , FE
FONDAZIONE FILIPPO MANTOVANI;Sede op, PENSIONATO;MIRABELLO;;;;;x;x;x;x;x;;VIA FILIPPO MANTOVANI 4 , MIRABELLO 44043 , FE
FONDAZIONE FILIPPO MANTOVANI;sede op, CHIESA DI MIRABELLO;MIRABELLO;;;;;x;x;x;x;x;;PIAZZA CARDINAL BATTAGLINI 7 , MIRABELLO 44043 , FE
FONDAZIONE SAN GIUSEPPE CFP C,E,S,T,A,;sede legale;CESTA;;;;;x;x;x;x;x;;VIA PROVINCIALE 73 , CESTA 44034 , FE
FONDAZIONE SAN GIUSEPPE CFP C,E,S,T,A,;Sede Op, CODIGORO;CODIGORO;;;;;x;x;x;x;x;;VIA DELLA RESISTENZA 3/B , CODIGORO
FORNO MORETTI SRL;sede op, VIA BEATRICE D\'ESTE 62;FERRARA;;;;;x;x;x;x;x;x;VIA BEATRICE II D\'ESTE 62 , FERRARA 44121 , FE
FORNO MORETTI SRL;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA GRAZIA DELEDDA 8/10 , FERRARA 44124 , FE
FORNO NICHOLAS DI GUARNELLI SONIA;sede legale;MIRABELLO;;;;;x;x;x;x;x;;VIA DELL\'INDUSTRIA 2 , MIRABELLO 44047 , FE
FRANCESCHINI STEFANO;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;x;VIA CAMERINA 24 , FERRARA 44124 , FE
FRANCIOSI SRL;sede op,;FERRARA;;;;;x;x;x;x;x;;VIA BOLOGNA, 631 , FERRARA 44124 , FE
FRATELLI STABELLINI SRL;Sede;FERRARA;;;;;x;x;x;x;x;;VIA STORARI 24 , FERRARA 44100 , FE
FRATELLI ZUCCHINI SPA;sede legale;CASSANA;;;;;x;x;x;x;x;;VIA COLOMBO, 6 , CASSANA 44124 , FE
G&W ALTEA SRL;sede op, TRASVOLATORI;FERRARA;;;;;x;x;x;x;x;;VIA TRASVOLATORI ATLANTICI 30/A , FERRARA , FE
GALA ANGELO;Sede legale;PONTE RODONI;;;;;x;x;x;x;x;x;VIA PER VIGARANO 163 , PONTE RODONI 44012 , FE
GAMBALE ALBERTO;Sede legale;FERRARA;;;;;;;;;;x;VIA PIANGIPANE 40 , FERRARA 44121 , FE
GAMBINI ANNA;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA BORGO PUNTA 94/A , FERRARA 44123 , FE
GARDEN BAR DI CIOTTARIELLO STEFANIA E C, SNC;sede legale;ARGENTA;;;;;x;x;x;x;x;;PIAZZA GARIBALDI 2/B , ARGENTA 44011 , FE
GASG SRL - RISTORANTE LE CIVETTE;sede legale e operativa;FERRARA;;;;;x;x;x;x;x;;VIA VECCHIO RENO 26 , FERRARA 44124 , FE
GELZO DAVIDE;Sede;COCOMARO DI FOCOMORTO;;;;;x;x;x;x;x;x;VIA GINESTRA 237 , COCOMARO DI FOCOMORTO 44123 , FE
GEO DISK SRL;Sede;LAVEZZOLA DI CONSELICE;;;;;x;x;x;x;x;;VIA DELL\'INDUSTRIA 7 , LAVEZZOLA DI CONSELICE 48017 , RA
GEOM, VERONESI MASSIMO;sede legale;POGGIO RENATICO;;;;;x;x;x;x;x;;VIA UCCELLINO 138 , POGGIO RENATICO 44028 , FE
GESTHOTEL SRL;sede op, HOTEL CARLTON;FERRARA;;;;;x;x;x;x;x;;VIA GARIBALDI 93 , FERRARA 44121 , FE
GESTIONI DUE SRL;sede op, I SALICI - BONDENO;BONDENO;;;;;x;x;x;x;x;x;DELLA FORNACE 1 INT,1 , BONDENO 44012 , FE
GESTIONI DUE SRL;sede op, I TIGLI - ARGENTA;ARGENTA;7.00;8.00;;;x;x;x;x;x;;VIA CROCETTA 9/C , ARGENTA 44011 , FE
GF RESTAURANT SRL;sede op, MOLTO PIU\' CHE CENTRALE;FERRARA;;;;;x;x;x;;x;;VIA BOCCALEONE, 8 , FERRARA 44121 , FE
GIA SRL;sede legale;SAN CARLO DI SANT\'AGOSTINO;;;;;x;x;x;x;x;;VIA LUNEDA 9 , SAN CARLO DI SANT\'AGOSTINO 44047 , FE
GIA SRL;sede op, MIRABELLO;MIRABELLO;;;;;x;x;x;x;x;;VIA DELL\'INDUSTRIA , MIRABELLO 44047 , FE
GIARRUSSO ELISA;Sede legale;FOSSA D\'ALBERO;;;;;x;x;x;x;x;x;VIA MOTTA 16 , FOSSA D\'ALBERO 44123 , FE
GIOVANNINI RICCARDO;Sede legale;VICONOVO;;;;;x;x;x;x;x;x;VIA BERTOLDA 16 , VICONOVO 44123 , FE
GIULIO BARBIERI S,r,l,;sede legale;POGGIO RENATICO;;;;;x;x;x;x;x;;VIA FERRARA 41 , POGGIO RENATICO 44028 , FE
GMP SRLS;sede op, MARACAIBO;FERRARA;;;;;x;x;x;x;x;;VIA CONTRARI 13 , FERRARA 44121 , FE
GR2 SORIANI SRL;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA DEL COMMERCIO 15 , FERRARA 44123 , FE
GRAN BAR SRL;sede legale;FERRARA;15.00;;;;x;x;x;x;x;;VIA VENEZIANI 1 , FERRARA 44124 , FE
GRANDI ERIK;Sede;MAIERO;;;;;x;x;x;x;x;x;VIA STRADA CA\' ROSSA 3 , MAIERO 44015 , FE
GRANDI RISO SpA;sede op, VIA MARCONI;FERRARA;;;;;x;x;x;x;x;;VIA MARCONI 224 , FERRARA 44121 , FE
GRAZZI GABRIELE;sede legale;SCORTICHINO;;;;;x;x;x;x;x;x;VIA PROVINCIALE 40 SCORTICHINO , SCORTICHINO 44012 , FE
GRAZZI GIUSEPPE;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA ARGINE DUCALE 213 , FERRARA 44122 , FE
GROSSI SILVIA;sede op, LA VINERIA;FERRARA;;;;;x;x;x;x;x;x;VIA ARGINE DUCALE 283 , FERRARA 44122 , FE
GRUPPO LOCALE MONSIGNOR FRANCESCHI;sede op, VALLELUNGA;FERRARA;;;;;x;x;x;x;x;;VIA VALLELUNGA 182 , FERRARA 44123 , FE
GRUPPO LOCALE MONSIGNOR FRANCESCHI;sede op, SMERALDINA;FERRARA;;;;;x;x;x;x;x;;VIA SMERALDINA 35 , FERRARA 44124 , FE
GUALANDI SAURA;sede legale;FERRARA;;;;;x;x;x;x;x;x;VIA BAGARO 15 , FERRARA 44121 , FE
HABITUE\' S,R,L,S,;Sede legale HABITUE\' POMPOSA;FERRARA;;;;;x;x;x;x;x;x;VIA POMPOSA 52 , FERRARA 44123 , FE
HABITUE\' S,R,L,S,;Sede op, BAR CALEFFI;FERRARA;;;;;x;x;x;x;x;x;VIA DELLA CANAPA 53 , FERRARA 44122 , FE
HABITUE\' S,R,L,S,;Sede op, HABITUE\' CAVOUR 56;FERRARA;;;;;x;x;x;x;x;x;VIALE CAVOUR 56 , FERRARA 44122 , FE
HERAMBIENTE S,P,A,;sede op, IMPIANTO WTE;FERRARA;;;;;x;x;x;x;x;;VIA C, DIANA 44 , FERRARA 44124 , FE
HI-MEC DI CALI\' SALVATORE SRL;sede legale GAMBULAGA;GAMBULAGA;;;;;x;x;x;x;x;;VIA VERGINESE 24 , GAMBULAGA 44015 , FE
HOPE SRL-RISTORANTE COREANO MOON;sede legale;FERRARA;;;;;;x;x;x;x;;P,LE G,PROSPERI 4 , FERRARA 44122 , FE
HOTEL FONDO CATENA;Sede legale;POROTTO;;;;;x;x;x;x;x;;VIA CATENA 21 , POROTTO 44124 , FE
HOTEL TOURING SRL;sede legale;FERRARA;;;;;x;x;x;x;x;;V,LE CAVOUR 11 , FERRARA 44121 , FE
HP HYDRAULIC SPA;sede legale;PIEVE DI CENTO;;;;;x;x;x;x;x;;VIA ZALLONE 20 , PIEVE DI CENTO 40066 , BO
HP HYDRAULIC SPA;sede op, VIA DEL FOSSO;PIEVE DI CENTO;;;;;x;x;x;x;x;;VIA DEL FOSSO 12 , PIEVE DI CENTO 40066 , BO
HP HYDRAULIC SPA;sede op, VIA DEL VASAIO;CASTELLO D\'ARGILE;;;;;x;x;x;x;x;;VIA DEL VASAIO 1 , CASTELLO D\'ARGILE 40050 , BO
HP HYDRAULIC SPA;sede op, VIA DEI CALZOLAI;CASTELLO D\'ARGILE;;;;;x;x;x;x;x;;VIA DEI CALZOLAI 4/A , CASTELLO D\'ARGILE 40050 , BO
HURLY BURLY;SEDE LEGALE;FERRARA;;;;;x;x;;x;x;;VIA DELLA CANAPA 64 , FERRARA 44122 , FE
I SOFISTI DI NAVARRA FRANCESCO;sede legale;FERRARA;;;;;x;x;x;;x;;C,SO PORTA RENO 34 , FERRARA 44121 , FE
I,F,M, S,C,P,A,;sede legale;FERRARA;;;;;x;x;x;x;x;x;P,LE DONEGANI 12 , FERRARA 44122 , FE
I,F,M, S,C,P,A,;sede op, PONTELAGOSCURO;PONTELAGOSCURO;;;;;x;x;x;x;x;x;VIA VALLELUNGA , PONTELAGOSCURO 44123 , FE
I,F,M, S,C,P,A,;sede op, ENI REWIND;FERRARA;;;;;x;x;x;x;x;x;P,LE DONEGANI 12 , FERRARA 44122 , FE
I,F,M, S,C,P,A,;sede op, SAPIO;FERRARA;;;;;x;x;x;x;x;x;P,LE DONEGANI 12 , FERRARA 44122 , FE
IAL INNOVAZIONE APPRENDIMENTO LAVORO EMILIA ROMAGNA SRL;sede op, CALCAGNINI;FERRARA;;;;;x;x;x;x;x;;VIA CALCAGNINI 5 , FERRARA 44121 , FE
IBIS SRL;SEDE LEGALE;FERRARA;;;;;x;x;x;x;x;;VIA FRASBALDA 3 , FERRARA 44124 , FE
ICM S,P,A,;Sede operativa;FERRARA;;;;;x;x;x;x;x;;PIAZZALE DONEGANI 12 , FERRARA 44123 , FE
IDEA SRL;sede legale;BONDENO;;;;;x;x;x;x;x;;VIA M,BORGATTI 80 , BONDENO 44012 , FE
IDROS,ART & BOZZOLA GROUP SPA;sede op, ARGENTA;ARGENTA;;;;;x;x;x;x;x;;VIA CELLETTA 16 , ARGENTA 44011 , FE
IL CONTRABBASSO DI GIACOMO MARABINI & C,;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA DELLA VITTORIA 44 , FERRARA 44121 , FE
IL CRISTALLO- RISTORANTE PIZZERIA;sede legale;FERRARA;;;;;;x;x;x;x;;VIA BOLOGNA 285 , FERRARA 44124 , FE
IL PEPE NERO di Zubi Salim;sede legale;MASSA FISCAGLIA;;;;;;;x;x;x;;VIA DOSSO DOSSI 1/1 , MASSA FISCAGLIA 44027 , FE
IL PRESIDIO S,A,S, DI R, BARALDI & C,;sede legale;QUARTIERE;;;;;;x;x;x;x;;STRADA PRAFITTA BERTOLINA 17 , QUARTIERE 44015 , FE
INFOMAP S,R,L,;sede op VIA PO 103/G;COPPARO;;;;;x;x;x;x;x;;VIA PO 103/G , COPPARO 44034 , FE
INFRATEC SRL;sede legale;PORTOMAGGIORE;;;;;x;x;x;x;x;;VIA OLMO 5/A , PORTOMAGGIORE 44015 , FE
INTEGRAZIONE LAVORO-SOC,COOP, SOCIALE;sede op, VIA RAFFANELLO;FERRARA;;;;;x;x;x;x;x;;via Raffanello 77 - Baura , FERRARA 44123 , FE
INVESTIRE SGR S,P,A,;Sede op, STUDENTATO - CORTI DI MEDORO;FERRARA;;;;;x;x;x;x;x;x;VIA BEETHOVEN , FERRARA 44124 , FE
ISOLA SA,NI,FE, SRLS;sede legale CHIOSCO L\'ISOLA;FERRARA;;;;;x;x;;x;x;;VIA DEL CAMPO 71 , FERRARA 44122 , FE
ISTITUTO DI ISTRUZIONE SUPERIORE GIOSUE\' CARDUCCI;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA CANAPA 75/77 , FERRARA 44123 , FE
ISTITUTO DI ISTRUZIONE SUPERIORE GIOSUE\' CARDUCCI;Sede op, VIA CISTERNA DEL FOLLO;FERRARA;;;;;x;x;x;x;x;;VIA CISTERNA DEL FOLLO , FERRARA 44121 , FE
ISTITUTO DI ISTRUZIONE SUPERIORE-GUIDO MONACO DI POMPOSA;sede legale;CODIGORO;;;;;x;x;x;x;x;;VIALE RESISTENZA 3 , CODIGORO 44021 , FE
ISTITUTO DIOCESANO SOSTENTAMENTO CLERO FERRARA - COMACCHIO;sede op, VIA PUTINATI;FERRARA;;;;;x;x;x;x;x;;VIA PUTINATI 123/A , FERRARA 44123 , FE
ISTITUTO ISTRUZIONE SUPERIORE COPERNICO-CARPEGGIANI;sede op, VIA PONTEGRADELLA-PACINOTTI;FERRARA;;;;;x;x;x;x;x;;VIA PONTEGRADELLA 25 VIA PACINOTTI , FERRARA 44123 , FE
ISTITUTO ISTRUZIONE SUPERIORE COPERNICO-CARPEGGIANI;sede op, VIA CANAPA;FERRARA;;;;;x;x;x;x;x;;VIA CANAPA , FERRARA 44122 , FE
ISTITUTO ISTRUZIONE SUPERIORE ORIO VERGANI;sede op, F,LLI NAVARRA MALBORGHETTO;MALBORGHETTO;;;;;x;x;x;x;x;;P,LE CHIAPPINI 3 , MALBORGHETTO 44123 , FE
ISTITUTO ISTRUZIONE SUPERIORE ORIO VERGANI;sede legale VIA SOGARI;FERRARA;;;;;x;x;x;x;x;;VIA SOGARI 3 , FERRARA 44121 , FE
ITALFRUTTA S,R,L,;sede op, STABILIMENTO FIESSO UMBERTIANO;FIESSO UMBERTIANO;;;;;x;x;x;x;x;;VIA TRENTO 778/2 , FIESSO UMBERTIANO 45024 , ROVIGO
ITINERA AGILITY DOG;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA DELL\'AEROPORTO 108 , FERRARA 44124 , FE
JOLLY DI JI LIBING E C, SAS;Sede;FERRARA;;;;;x;x;x;x;x;;VIA CONTRARI 7 , FERRARA 44121 , FE
L,M,P, LAVORAZIONE MATERIE PLASTICHE SRL;sede legale;FERRARA;;;;;x;x;x;x;x;;VIA BELA BARTOK 8 , FERRARA 44124 , FE
L,M,P, LAVORAZIONE MATERIE PLASTICHE SRL;sede op, VIA CRISTOFORO COLOMBO 38;FERRARA;;;;;x;x;x;x;x;;VIA CRISTOFORO COLOMBO 38 , FERRARA 44124 , FE
L,T,E, - LIFT TRUCK EQUIPMENT SPA;sede legale;SAN GIOVANNI D\'OSTELLATO;;;;;x;x;x;x;x;;VIA CARAVAGGIO 6 , SAN GIOVANNI D\'OSTELLATO 44020 , FE
L\'ANGOLO DEL PANE DI RONCARATI KATIA;SEDE OP, MOLINELLA;MOLINELLA;;;;;x;x;x;x;x;;VIA MAZZINI 257 , MOLINELLA 40062 , BO
L\'ARTE DELLA BIANCA SRLS;Sede op, QUINTO VIZIO;FERRARA;;;;;;;x;x;x;;VIA CORTE VECCHIA 43/A , FERRARA 44121 , FE
LA CIBO SRL;sede legale;SAN MARTINO;;;;;x;x;x;x;x;;VIA DEL FABBRO 21/A , SAN MARTINO 44124 , FE
LA MARINA DI GORO S,R,L,;sede legale;GORO;;;;;x;x;x;x;x;;VIA DARSENA, 15 , GORO 44020 , FE
LA PACE S,R,L, UNIPERSONALE;sede legale/op, LA PACE SAN CARLO;SAN CARLO;;;;;x;;x;x;x;;VIA STATALE 63 , SAN CARLO 44047 , FE
LA PANETTERIA DI FELISATTI;sede legale;TRESIGNANA;;;;;;;;;;;VIA FIRMINIANUS CONSUL 15 , TRESIGNANA 44039 , FE
LA ROMANA DAL 1947 S,r,l,;"Sede op, ""GELATERIA LA ROMANA DAL 1947""";FERRARA;;;;;x;x;x;x;x;;VIA PALESTRO 33 , FERRARA 44121 , FE
LA TABACCHERIA DI RAIMONDI ELENA;sede legale;FERRARA;15.00;;;;x;x;x;x;x;;VIA BOLOGNA 462 , FERRARA 44124 , FE
LA TENTAZIONE 2 DI DOMENICO TROTTA;sede legale;FERRARA;10.00;;;;;;;;;;VIA PALMIRANO 139 GAIBANELLA , FERRARA 44124 , FE
LA VECCHIA SCOPA DI PAZZI BARBARA;sede op, PIZZERIA;FERRARA;;;;;;;;;;;VIA COMACCHIO 1259 , FERRARA 44124 , FE
LABADINI ALIMENTARE SRL;Sede op, COMACCHIO;SAN GIUSEPPE DI COMACCHIO;;;;;x;x;x;x;x;;VIA VECCHIA ROMEA 62 , SAN GIUSEPPE DI COMACCHIO 44022 , FE
LABORATORI INGEGNERIA FERRARA SRL;Sede OP,;GUALDO;;;;;x;x;x;x;x;;VIA TAZZIO NUVOLARI, 4/6 , GUALDO , FE
LAGOSCURO SNC DI MARINA MARGONELLI & C,;Sede legale;PONTELAGOSCURO;10.00;11.30;15.30;16.00;;;;x;x;;VIA DELLA RICOSTRUZIONE 121 , PONTELAGOSCURO 44123 , FE
LAVASECCO QUE LINDO DI RONCARATI LEONARDO;Sede;FERRARA;;;;;x;x;x;x;x;;VIA ARGINE DUCALE 258 , FERRARA 44122 , FE
LE DOGHE SNC DI BULGARELLI RICCARDO E MARCHIO\' LUCIA;sede op, IL TAVERNACOLO;COPPARO;;;;;x;x;x;x;x;;VIALE CARDUCCI 2K , COPPARO 44034 , FE
